"Indicators","BNC","BPH","BUH","CAPITALBK","SOGEBK","UNIBNK","SOGEBL","CBNA","TOTAL","Parts1_fr","Parts2_fr","Parts1_en","Parts2_en","Date","SCOTIA","BICH","SOCABK","PROMOBK","SOCABL","BHD..","BHD"
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",890018,429243.7,735979,1192988,4003619,4301589.9,713205.2,1226764,19240719.1,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-03-01",800029,1866.3,3370350.6,1431284,143782.4,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",120322,125774.7,39669,22837,303992.9,172338.8,38296,61782,1219659.8,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-03-01",83427,0,138914.4,101671,10635,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",95720,114155,76652,23044,395084,105924,109054.5,5144,1974076,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-03-01",152214,0,691095,197910,8079.5,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",843481,238462.1,626487,1379791,7869376.4,7754228,903325.7,1241556,26095874.4,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2005-03-01",518967,0,2988352.2,1504875,226973,NA,NA
"ACTIF_LIQUIDE_encaisse",658144,104719.2,317792,149786,607777.4,480908.5,37821.2,15388,2890068.1,"Actif","Actif liquide","Asset","Liquid asset","2004-03-01",65365,927.6,317739.9,120187,13512.3,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",708311,323963.6,97631,701267,3996225,2803811.4,283861.9,810000,12419882.1,"Actif","Actif liquide","Asset","Liquid asset","2004-03-01",564733,1211.8,1283778.2,798589,46499.2,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",334153,301759.1,54256,226400,381375.2,1962316,4203,0,4034944.8,"Actif","Actif liquide","Asset","Liquid asset","2004-03-01",517723,1003.8,90601.7,161154,0,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,65691,11677,76946.8,168391,1267496.5,0,1700779.4,"Actif","Actif liquide","Asset","Liquid asset","2004-03-01",0,1500,79887.8,8337,20852.3,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",242947,50026.3,6598,105721,216557.1,130620,12208.3,66625,1205606.9,"Actif","Actif liquide","Asset","Liquid asset","2004-03-01",22984,716.8,126991.4,202568,21044,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",1730000,115000,485000,95000,1665000,1675000,0,89755,5854755,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-03-01",0,0,0,0,0,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",128790,105997,222463,240602,2820234.7,2162885.2,15807.8,0,6492747.1,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-03-01",0,0,743185.2,20609,32173.2,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",557330,359301.2,631881,1066644,4033867,3669098.7,587363.2,1133234,17182964.8,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-03-01",755002,1330.3,2689469.3,1596595,101849.1,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",240494,63681.3,306614,177744,550899.7,477992.7,44204.4,35520,2525021.2,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-03-01",53382,502.5,418016.2,140377,15593.4,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",67920,74595.6,95157,76510,981220.6,429766.7,68349.5,200053,2805549.4,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-03-01",29796,2064.7,544195.1,180438,55483.2,NA,NA
"DÉPÔT_a_vue",708136,352989.1,291239,952481,4735844,3053984.2,205099.4,512662,13328315.6,"Passif","Dépôt","Liability","Deposit","2004-03-01",578740,673.4,907444.4,1012841,16182.1,NA,NA
"DÉPÔT_epargne",1927119,206439.7,1210911,585033,5134338.2,5528889.2,246596.3,223814,18484724.7,"Passif","Dépôt","Liability","Deposit","2004-03-01",779492,2742.3,1766989.4,832664,39696.6,NA,NA
"DÉPÔT_a_terme",636614,355584.3,378362,890507,4005454.2,4002225.3,1340427.7,601821,16695187.5,"Passif","Dépôt","Liability","Deposit","2004-03-01",447547,0,2910457.9,948807,177380.1,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",3000,0,0,0,0,0,0,507477,515897.6,"Passif","Obligations à vue","Liability","Demand bonds","2004-03-01",0,0,0,0,5420.6,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2004-03-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_VUE_autres",602651,419761.5,127118,181549,514807.6,341005.7,96308.9,196961,3105424.9,"Passif","Obligations à vue","Liability","Demand bonds","2004-03-01",116809,546.7,330156.8,137700,40049.7,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",0,0,0,0,3000,0,160866,0,197539.2,"Passif","Obligations à terme","Liability","Term bonds","2004-03-01",0,0,32173.2,1500,0,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,76411.4,0,0,76411.4,"Passif","Obligations à terme","Liability","Term bonds","2004-03-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_TERME_autres",262581,26672,4066,19649,105554.2,71188.3,134930,80964,849256,"Passif","Obligations à terme","Liability","Term bonds","2004-03-01",11345,0,47303.5,85003,0,NA,NA
"AUTRES_PASSIFS_autres_passifs",11269,61148.6,186295,29239,291492.7,253368.9,0,76241,941997.2,"Passif","Autres passifs","Liability","Other liabilities","2004-03-01",102,0,0,32841,0,NA,NA
"FONDS_PROPRES_capital_verse",25000,5000,36650,88242,3e+05,103622,75000,60000,1023383.1,"Fonds propres","Fonds propres","Equity","Equity","2004-03-01",34372,5000,181056.1,61600,47841,NA,NA
"FONDS_PROPRES_reserves",59623,2500,34245,53992,60864.6,164886.9,7477.2,30000,459502.3,"Fonds propres","Fonds propres","Equity","Equity","2004-03-01",15595,226.4,9479.2,20613,0,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,0,12550,-1090,286.3,44513.9,0,0,105108.2,"Fonds propres","Fonds propres","Equity","Equity","2004-03-01",15061,0,0,33787,0,NA,NA
"FONDS_PROPRES_bnr",432096,68948.1,1647,51749,178461.7,320694.4,54610.3,60635,1329571.1,"Fonds propres","Fonds propres","Equity","Equity","2004-03-01",9922,68.7,108804.3,61498,-19563.4,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,73317.7,426.1,0,33259,111678.8,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2004-03-01",0,0,0,4676,0,NA,NA
"HORS-BILAN_credit_documentaire",74509,0,0,0,306078.5,436221.5,0,35453,1426200.2,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2004-03-01",55097,0,474978.2,43863,0,NA,NA
"HORS-BILAN_autres",6390,43192.9,19683,352263,756684.5,256385.5,134275.7,90710,1918583,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2004-03-01",28151,0,15462.4,215385,0,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",659904,427892.8,682815,1088189,4268862.9,3803852.2,624103.5,1187295,18156094.5,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2004-03-01",816142,1330.3,2809760.7,1677763,108184.1,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",102574,68591.6,50934,21545,234995.9,134753.5,36740.3,54061,973129.7,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2004-03-01",61140,0,120291.4,81168,6335,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",147235,67032.5,71930,18756,440757,318261.1,105724,10104,1606307.8,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2004-03-01",168324,0,140500,115893,1791.2,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",639228,406951.9,521038,1291838,7678975.7,7173216,864420.7,868575,24648080.4,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2004-03-01",654042,0,2738305.6,1616779,194710.5,NA,NA
"ACTIF_LIQUIDE_encaisse",1121975,81167.1,358208.5,215408,848900.1,541593.7,23396.5,23549,3581480.1,"Actif","Actif liquide","Asset","Liquid asset","2006-06-01",58400,0,236870.2,72012,0,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",1375600,289503,492490.3,801623,4975836.9,5088020.5,58279.8,924328,15354238.4,"Actif","Actif liquide","Asset","Liquid asset","2006-06-01",636308,0,186803.9,525445,0,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",115319,158065.8,219637.7,442055,657340.1,894897.2,5340.7,419675,3836741.7,"Actif","Actif liquide","Asset","Liquid asset","2006-06-01",230140,0,197690.2,496581,0,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,92899.4,61890,87283.7,123164.7,1071124.1,0,1506306.3,"Actif","Actif liquide","Asset","Liquid asset","2006-06-01",40000,0,23576.4,6368,0,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",134786,17183.7,34919,115327,461171.7,341961.4,11006.9,88810,1291311.1,"Actif","Actif liquide","Asset","Liquid asset","2006-06-01",33677,0,19958.4,32510,0,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",2873573,135000,221541.6,119496,2370106.2,1049482.8,0,0,6729199.6,"Actif","Actif illiquide","Asset","Non-liquid asset","2006-06-01",-40000,0,0,0,0,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",616550,92893.3,121592.1,134200,4515163.8,5458764.8,32914.1,0,11307326.5,"Actif","Actif illiquide","Asset","Non-liquid asset","2006-06-01",0,0,185500.4,149748,0,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",957052,379426.8,805419.9,1328103,5140497.6,5686772.7,905709.4,1753495,20226212,"Actif","Actif illiquide","Asset","Non-liquid asset","2006-06-01",1011131,0,1434647.6,823957,0,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",240998,54005.3,389936.6,203317,1073207.1,778040.4,127010.7,27963,4086235.3,"Actif","Actif illiquide","Asset","Non-liquid asset","2006-06-01",58858,0,1060093.2,72806,0,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",39425,12442.4,157262.4,139113,506216.1,715003.9,26496.9,78640,2193836.1,"Actif","Actif illiquide","Asset","Non-liquid asset","2006-06-01",27992,0,263208.4,228036,0,NA,NA
"DÉPÔT_a_vue",1725794,237555.7,534319.9,1210332,5896890.5,5827681.3,290981,718848,18570205.6,"Passif","Dépôt","Liability","Deposit","2006-06-01",627917,0,424999.2,1074887,0,NA,NA
"DÉPÔT_epargne",2689879,210773.3,1405686,893821,7422473.1,8096930.6,280379.3,180974,24532104.9,"Passif","Dépôt","Liability","Deposit","2006-06-01",812444,0,1912184.6,626560,0,NA,NA
"DÉPÔT_a_terme",1040599,337560.9,641569.9,947205,5194026.6,4079311,1134584.1,1420545,17669602.4,"Passif","Dépôt","Liability","Deposit","2006-06-01",375987,0,1877380.9,620833,0,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",3000,0,30000,0,0,0,0,181483,214483,"Passif","Obligations à vue","Liability","Demand bonds","2006-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,199450,199450,"Passif","Obligations à vue","Liability","Demand bonds","2006-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_VUE_autres",713036,261422.2,114442.3,186158,414919.5,305484.4,54176.3,345228,2742622.3,"Passif","Obligations à vue","Liability","Demand bonds","2006-06-01",103755,0,166169.6,77831,0,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",0,75737.6,0,0,3000,0,239171.4,0,317909,"Passif","Obligations à terme","Liability","Term bonds","2006-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,75737.6,0,0,75737.6,"Passif","Obligations à terme","Liability","Term bonds","2006-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_TERME_autres",368377,19279.6,6670.5,28174,255286.7,163548,12308.3,39908,1171734.2,"Passif","Obligations à terme","Liability","Term bonds","2006-06-01",13041,0,51349.1,213792,0,NA,NA
"AUTRES_PASSIFS_autres_passifs",66694,7619.3,127149.2,68132,357357.6,697471.8,0,35222,1596087.4,"Passif","Autres passifs","Liability","Other liabilities","2006-06-01",376,0,203473.5,32592,0,NA,NA
"FONDS_PROPRES_capital_verse",5e+05,5000,37673.3,90000,3e+05,397476,90000,103837,2122602.3,"Fonds propres","Fonds propres","Equity","Equity","2006-06-01",34373,0,5e+05,64243,0,NA,NA
"FONDS_PROPRES_reserves",59623,2500,32981.9,56967,372417.2,99432,74195.6,51919,791405.7,"Fonds propres","Fonds propres","Equity","Equity","2006-06-01",17186,0,12900,11284,0,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,14325,13470.4,780,286.3,355230.6,0,0,172589.3,"Fonds propres","Fonds propres","Equity","Equity","2006-06-01",15061,0,-258548,31984,0,NA,NA
"FONDS_PROPRES_bnr",308276,47913.8,-50055.9,78963,419065.8,579398.8,85483.1,39046,-63646.7,"Fonds propres","Fonds propres","Equity","Equity","2006-06-01",56366,0,-1281560.3,-346543,0,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,50163.5,244.5,0,26710,77249,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2006-06-01",0,0,0,131,0,NA,NA
"HORS-BILAN_credit_documentaire",129065,0,0,0,368922.3,468910.8,0,75088,1230707.7,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2006-06-01",128179,0,59426.6,1116,0,NA,NA
"HORS-BILAN_autres",96789,112335.4,260351.8,0,1031951.2,616206.8,147869.5,172808,2746413.7,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2006-06-01",61000,0,53821,193281,0,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",1037029,531631.8,869924.5,1353931,5439912,5862869.9,951235.6,1858423,22859991.7,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2006-06-01",1099110,0,2605131.9,1250793,0,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",79977,152205,64504.6,25828,299414.5,176097.2,45526.2,104928,2633779.9,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2006-06-01",87979,0,1170484.4,426836,0,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",71299,147205,94878,19886,290477,78123.4,152049.8,15880,3135315.2,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2006-06-01",322116,0,1277303,666098,0,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",1361741,293847.4,967411.1,1765736,10166608.9,10858499.5,1244399.9,1874962,32721525.8,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2006-06-01",587836,0,2016820.8,1333226,250437.2,NA,NA
"ACTIF_LIQUIDE_encaisse",835583,57406.5,338360,126171,483349.2,583296,13786.1,27259,3017350.9,"Actif","Actif liquide","Asset","Liquid asset","2005-06-01",53776,1169.9,404481.7,75361,17351.5,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",1044834,351823.6,359359,849570,4207571.2,4076038.7,250189.1,831587,14892048.7,"Actif","Actif liquide","Asset","Liquid asset","2005-06-01",646801,2850.3,1558779.6,685027,27618.2,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",79822,106228.9,147590,320263,437163.9,825534.9,888.2,0,3061814.2,"Actif","Actif liquide","Asset","Liquid asset","2005-06-01",338854,996.5,135440.8,669032,0,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,75563,24367,28197.2,62317.3,791206.6,0,1099161.7,"Actif","Actif liquide","Asset","Liquid asset","2005-06-01",0,0,94739.2,16541,6230.4,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",131577,30459.1,23807,72776,293415.2,265639.8,7988.2,77850,1063700.9,"Actif","Actif liquide","Asset","Liquid asset","2005-06-01",21805,404.4,104086.9,28757,5135.3,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",2246640,125000,204200,63040,1589800,1076040,0,0,5696020,"Actif","Actif illiquide","Asset","Non-liquid asset","2005-06-01",60000,0,331300,0,0,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",329564,74290.7,209868,189684,4190335.9,3849723.6,16452.1,0,9216566.7,"Actif","Actif illiquide","Asset","Non-liquid asset","2005-06-01",0,0,340542.4,16106,0,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",867776,341123.1,710944,1238992,4040679.7,4282687.3,774663.7,1412607,19156359.2,"Actif","Actif illiquide","Asset","Non-liquid asset","2005-06-01",753954,1889.7,3265498.4,1275298,190246.3,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",230750,50400.6,370899,225410,809117.5,575704.7,48163.7,38180,3077072.4,"Actif","Actif illiquide","Asset","Non-liquid asset","2005-06-01",65381,533.5,381296.5,267971,13264.9,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",53637,77071.4,177810,151857,548327.5,507770.8,39611.4,375365,2749748.4,"Actif","Actif illiquide","Asset","Non-liquid asset","2005-06-01",25845,2201,644295.1,55283,90674.2,NA,NA
"DÉPÔT_a_vue",1330964,304246.8,469021,1030855,4283196.3,4223255.1,268131.8,801057,15293687.6,"Passif","Dépôt","Liability","Deposit","2005-06-01",501186,1760.2,949444.8,1108108,22461.6,NA,NA
"DÉPÔT_epargne",2248985,191543.8,1325930,789311,6506174.7,6999281.5,284015.4,119928,22249208.3,"Passif","Dépôt","Liability","Deposit","2005-06-01",814335,2768.5,2283337.1,649225,34373.3,NA,NA
"DÉPÔT_a_terme",852239,306031.2,434081,692556,4467884.3,3166699.1,924054.3,1160238,16888267.2,"Passif","Dépôt","Liability","Deposit","2005-06-01",449919,0,3396342.5,863404,174818.8,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",3000,0,0,120000,0,0,0,229478,400213.4,"Passif","Obligations à vue","Liability","Demand bonds","2005-06-01",0,0,0,0,47735.4,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,145305.4,"Passif","Obligations à vue","Liability","Demand bonds","2005-06-01",0,0,145305.4,0,0,NA,NA
"OBLIGATIONS_À_VUE_autres",561683,256924.4,124068,345030,424554.2,387914.9,28120.5,178504,2604266.8,"Passif","Obligations à vue","Liability","Demand bonds","2005-06-01",98752,805.7,82820.3,73845,41244.8,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",0,19962.3,0,0,3000,0,219584.7,0,272547,"Passif","Obligations à terme","Liability","Term bonds","2005-06-01",0,0,0,30000,0,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,75856.6,0,0,75856.6,"Passif","Obligations à terme","Liability","Term bonds","2005-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_TERME_autres",270939,23530.6,5847,38723,70631.5,96595.5,49562.4,26404,859355.1,"Passif","Obligations à terme","Liability","Term bonds","2005-06-01",14280,0,35816.1,227026,0,NA,NA
"AUTRES_PASSIFS_autres_passifs",20661,60034.3,184719,35634,294764.3,440944.8,0,70878,1159253.9,"Passif","Autres passifs","Liability","Other liabilities","2005-06-01",157,0,38029.5,13432,0,NA,NA
"FONDS_PROPRES_capital_verse",25000,5000,37626,88353,3e+05,311329.5,75000,103837,1302613.7,"Fonds propres","Fonds propres","Equity","Equity","2005-06-01",34372,5000,200838.2,64243,52015,NA,NA
"FONDS_PROPRES_reserves",59623,2500,33614,57327,71660.5,70530.9,13368.4,51919,403095.2,"Fonds propres","Fonds propres","Equity","Equity","2005-06-01",18117,251.4,12900,11284,0,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,0,13438,-972,286.3,56921.5,0,0,118521.8,"Fonds propres","Fonds propres","Equity","Equity","2005-06-01",15061,0,0,33787,0,NA,NA
"FONDS_PROPRES_bnr",447089,44030.5,-9944,65313,205805.2,275423.7,81111.6,20605,1257651.1,"Fonds propres","Fonds propres","Equity","Equity","2005-06-01",20237,-540.5,115626.7,15022,-22128.1,NA,NA
"HORS-BILAN_effets_a_l'encaissement",0,0,0,0,81615.8,4300.7,0,35664,122966.5,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2005-06-01",0,0,0,1386,0,NA,NA
"HORS-BILAN_credit_documentaire",109157,0,0,0,340541.6,311283.6,0,143115,1072317.4,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2005-06-01",73220,0,64846.2,30154,0,NA,NA
"HORS-BILAN_autres",32510,71656,28009,366155,1075342.1,182474.9,174902.5,22042,2263532.9,"Hors-bilan","Hors-bilan","Off-balance sheet","Off-balance sheet","2005-06-01",39005,0,50478.8,217495,3462.6,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_brut",988109,469098.9,757108,1264013,4358784.6,4426865.6,816464.8,1474389,20387475.8,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-06-01",844612,1889.7,3407429.9,1376930,201781.3,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_provisions_pour_creances_douteuses",120333,127975.8,46164,25021,318104.9,144178.2,41801.2,61782,1231116.7,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-06-01",90658,0,141931.6,101632,11535,NA,NA
"PORTEFEUILLE_DE_CRÉDIT_portefeuille_de_credit_improductif",98567,113949.9,88827,30160,383771,88970.5,97104.7,7063,1960574.9,"Portefeuille de crédit","Portefeuille de crédit","Loan portfolio","Loan portfolio","2005-06-01",143638,0,695104,197910,15509.8,NA,NA
"DÉPÔTS_EN_USD_CONVERTIS_EN_HTG_depots_us_convertis",982973,261254.2,715039,1429239,8323504.9,8305609.6,1013806.1,1421746,27725437.4,"Dépôts en USD convertis en HTG","Dépôts en USD convertis en HTG","Deposit in US converted in HTG","Deposit in US converted in HTG","2005-06-01",520760,0,3100049.6,1424483,226973,NA,NA
"ACTIF_LIQUIDE_encaisse",629574,91941.9,260629,145328,781545.4,555371.5,26081.9,18742,3061844.5,"Actif","Actif liquide","Asset","Liquid asset","2004-06-01",62608,613.1,341559.1,137104,10746.6,NA,NA
"ACTIF_LIQUIDE_avoirs_a_la_brh",968275,295088.6,317028,615103,3293045.2,3425101.9,298977.7,683748,12344803.7,"Actif","Actif liquide","Asset","Liquid asset","2004-06-01",575859,777.2,1121879.2,700731,49189.9,NA,NA
"ACTIF_LIQUIDE_avoirs_a_l'etranger",208223,223330.5,74169,135268,349512.1,1254960.8,5159.6,0,2984697.8,"Actif","Actif liquide","Asset","Liquid asset","2004-06-01",347468,922.4,58820.4,326864,0,NA,NA
"ACTIF_LIQUIDE_avoirs_dans_les_banques_locales",0,0,65541,9579,35740.4,184486.5,1161350,0,1609300.6,"Actif","Actif liquide","Asset","Liquid asset","2004-06-01",0,1500,126317.1,20467,4319.6,NA,NA
"ACTIF_LIQUIDE_autres_liquidites",58642,4550.6,12660,66798,188976.8,163596.3,17251.1,103693,821252.5,"Actif","Actif liquide","Asset","Liquid asset","2004-06-01",22609,571.1,128413.6,50875,2616,NA,NA
"ACTIF_ILLIQUIDE_bons_b.r.h.",1915000,70000,304000,149000,2042500,852000,0,29875,5560875,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-06-01",5000,0,193500,0,0,NA,NA
"ACTIF_ILLIQUIDE_autres_placements",179204,152641.5,197729,203119,2966474.7,2079004,14639.5,0,6489701.7,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-06-01",0,0,672299.3,13870,10720.7,NA,NA
"ACTIF_ILLIQUIDE_portefeuille_net",404827,355859.2,641187,1080382,3720980.1,3788458.6,559249.6,1010109,16713666.8,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-06-01",764099,2025,2776268.2,1502585,107637.1,NA,NA
"ACTIF_ILLIQUIDE_immobilisations",245517,58464.4,315771,203062,717207.9,510293.4,54541.9,36242,2834452.8,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-06-01",57887,521.8,426252.6,193565,15126.8,NA,NA
"ACTIF_ILLIQUIDE_autres_actifs",124655,74599.5,110298,74758,833514.2,423129.9,66801.3,306863,2726372.9,"Actif","Actif illiquide","Asset","Non-liquid asset","2004-06-01",30050,2158.8,536514.2,87063,55968,NA,NA
"DÉPÔT_a_vue",743380,292720.9,280210,785694,4441009,2685829.9,206982.6,479213,12053583.5,"Passif","Dépôt","Liability","Deposit","2004-06-01",445684,370,821268.3,866868,4353.8,NA,NA
"DÉPÔT_epargne",1941766,210517,1199930,588423,5091829.9,5327862.9,248510.5,226599,18124929.5,"Passif","Dépôt","Liability","Deposit","2004-06-01",745578,2753.6,1716100.1,790905,34154.5,NA,NA
"DÉPÔT_a_terme",611888,284060,396035,860061,4024037.4,3713369.9,1299918.9,632192,16419739,"Passif","Dépôt","Liability","Deposit","2004-06-01",485092,0,3091041,847838,174205.8,NA,NA
"OBLIGATIONS_À_VUE_banques_locales",3000,0,45000,0,0,0,0,424617,478021.5,"Passif","Obligations à vue","Liability","Demand bonds","2004-06-01",0,0,0,0,5404.5,NA,NA
"OBLIGATIONS_À_VUE_banques_a_l'etranger",0,0,0,0,0,0,0,0,0,"Passif","Obligations à vue","Liability","Demand bonds","2004-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_VUE_autres",605903,321575.5,114946,199675,421211.1,346833.3,47273.9,199325,2828490.3,"Passif","Obligations à vue","Liability","Demand bonds","2004-06-01",91454,789.6,366143.6,98956,14404.3,NA,NA
"OBLIGATIONS_À_TERME_banques_locales",0,60750.9,0,0,3000,0,162943.2,0,356782.7,"Passif","Obligations à terme","Liability","Term bonds","2004-06-01",0,0,28588.6,101500,0,NA,NA
"OBLIGATIONS_À_TERME_banque_a_l'etranger",0,0,0,0,0,67898,0,0,67898,"Passif","Obligations à terme","Liability","Term bonds","2004-06-01",0,0,0,0,0,NA,NA
"OBLIGATIONS_À_TERME_autres",252007,26700.7,5061,21363,90619.1,93579,93308.9,30608,781964,"Passif","Obligations à terme","Liability","Term bonds","2004-06-01",13831,0,44468.3,110418,0,NA,NA
"AUTRES_PASSIFS_autres_passifs",40397,54059.7,167849,30923,312091.6,374859.5,0,19496,1044089.3,"Passif","Autres passifs","Liability","Other liabilities","2004-06-01",123,0,0,43970,320.5,NA,NA
"FONDS_PROPRES_capital_verse",25000,5000,37500,88242,3e+05,2e+05,75000,60000,1120611.1,"Fonds propres","Fonds propres","Equity","Equity","2004-06-01",34372,5000,181056.1,61600,47841,NA,NA
"FONDS_PROPRES_reserves",59623,2500,34245,53992,60864.6,155557.5,7477.2,30000,443110.9,"Fonds propres","Fonds propres","Equity","Equity","2004-06-01",16362,226.4,9829.2,12434,0,NA,NA
"FONDS_PROPRES_surplus_d'apport",0,0,13360,-1090,286.3,0,0,0,61404.3,"Fonds propres","Fonds propres","Equity","Equity","2004-06-01",15061,0,0,33787,0,NA,NA
